searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5
,,,,,,,,,,,,,,,,,,,
From The Depths,,3.0,Unity,Role-playing (RPG),Simulator,Strategy,air-combat,fantasy,crafting,resource management,battleship,From The Depths,87.76228016979991,5.0,Action,Action,Warfare,"4X (explore, expand, exploit, and exterminate)",
Escape Rosecliff Island,Escape,2.0,,Puzzle,Adventure,,casual,sword,frog,adventure,hidden object,Escape Rosecliff Island,50.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Overture,,2.0,,Role-playing (RPG),Strategy,Adventure,fantasy,action-adventure,strategy,,,Overture,60.0,1.0,Action,,,,
DeathSpank,Deathspank,14.0,PhyreEngine,Fighting,Role-playing (RPG),Hack and slash/Beat 'em up,orcs,wizards,arpg - action rpg,magic,sword,DeathSpank,78.6699501052791,22.0,Action,Action,,,
Strife,,5.0,K2 Engine,Real Time Strategy (RTS),Role-playing (RPG),Strategy,free to play ( f2p ),moba,fantasy,hack and slash,multiplayer online battle arena,Strife,46.6115716152943,10.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Colin McRae Rally,Colin McRae,20.0,,Racing,Sport,,rally,racing,driving,car,driving-simulator,Colin McRae Rally,83.47048682613311,72.0,Non-fiction,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Blades of Time,,8.0,,Shooter,Role-playing (RPG),Hack and slash/Beat 'em up,sword,fantasy,dragons,shooter,action-adventure,Blades of Time,62.8758699824993,19.0,Action,Action,,,
Risk of Rain,Risk of Rain,35.0,GameMaker: Studio,Platform,Role-playing (RPG),Hack and slash/Beat 'em up,side scroller,fantasy,platformers,roguelike,kickstarter funded,Risk of Rain,77.9915205604454,111.0,Action,Action,Science fiction,Survival,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Angry Video Game Nerd Adventures,AVGN Adventures,7.0,,Shooter,Platform,Adventure,robot,health,comedy,platformers,parody,Angry Video Game Nerd Adventures,60.73437346465531,20.0,Action,Action,Comedy,,
Fable Anniversary,Fable,24.0,Unreal Engine,Role-playing (RPG),Adventure,,medieval,magic,sword,fantasy,dragons,Fable Anniversary,81.6239822692518,61.0,Action,Action,Historical,Comedy,Open world
,,,,,,,,,,,,,,,,,,,
Shadowgate,Shadowgate,5.0,MacVenture,Point-and-click,Puzzle,Adventure,graphic adventure,,,,,Shadowgate,83.7505519096692,17.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
Robot Roller-Derby Disco Dodgeball,,4.0,Unity,Shooter,Sport,Indie,robot,indie,first person shooter,dodgeball,sci-fi,Robot Roller-Derby Disco Dodgeball,70.12307398998,9.0,Action,Action,,,
Unreal Gold,Unreal,10.0,Unreal Engine,Shooter,Platform,,first person shooter,first person,,,,Unreal Gold,73.5803566861936,12.0,Action,Action,,,
Boson X,,1.0,,Platform,Indie,Arcade,robot,robots,free running,running,sci-fi,Boson X,65.0633438044146,9.0,Action,Action,,,
Infinite Crisis,DC Universe,2.0,,Real Time Strategy (RTS),Role-playing (RPG),Strategy,super hero,moba,steam,multiplayer online battle arena,comic book,Infinite Crisis,0.0,0.0,Action,Action,,,
4 Elements,4 Elements,0.0,,Puzzle,Adventure,,casual,fantasy,egg,match 3,water,4 Elements,80.0,2.0,Fantasy,,,,
Enclave,,17.0,Starbreeze Engine,Role-playing (RPG),Hack and slash/Beat 'em up,,assassin,orcs,wizards,medieval,arpg - action rpg,Enclave,76.9384605372928,41.0,Action,Action,Historical,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
RUNNING WITH RIFLES,,4.0,OGRE,Shooter,Tactical,Indie,modern warfare,shooter,steam,tank,steam greenlight,RUNNING WITH RIFLES,73.420187214878,12.0,Action,Action,,,
SkyDrift,,2.0,,Racing,Indie,,planes,dogfight,flying,guns,missile,SkyDrift,74.2435461096023,11.0,Action,,,,
Dishonored,Dishonored,412.0,Unreal Engine,Role-playing (RPG),Adventure,,assassin,exploration,blood,stealth,disease,Dishonored,85.0647047874247,1270.0,Action,Action,,,
Endless Legend,Endless,18.0,Unity,Role-playing (RPG),Strategy,Turn-based strategy (TBS),indie,fantasy,turn-based,4x,steam,Endless Legend,66.38518285603129,55.0,Fantasy,Fantasy,,,
Blackguards 2,Blackguards,5.0,Unity,Role-playing (RPG),Strategy,Turn-based strategy (TBS),medieval,fantasy,turn-based,rpg,role playing,Blackguards 2,73.1834544173946,11.0,Action,Action,Warfare,Party,
,,,,,,,,,,,,,,,,,,,
Sky Nations,,1.0,,Simulator,Adventure,Indie,sandbox,voxel,sci-fi,simulation,,Sky Nations,0.0,0.0,Science fiction,,,,
Cosmonautica,,2.0,,Simulator,Strategy,Adventure,aliens,space combat,space trading,space station,spaceship,Cosmonautica,50.0,2.0,Science fiction,,,,
Bloodbath Kavkaz,,0.0,,Shooter,Adventure,Indie,blood,shooter,steam,steam trading cards,car,Bloodbath Kavkaz,50.0,1.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Narcissu 1st & 2nd,,0.0,,Indie,,,,,,,,Narcissu 1st & 2nd,70.0,4.0,,,,,
,,,,,,,,,,,,,,,,,,,
From Dust,,19.0,LyN,Simulator,Strategy,Adventure,god game,sandbox,fantasy,creative,strategic,From Dust,75.25567344857821,44.0,Fantasy,Fantasy,Open world,,
,,,,,,,,,,,,,,,,,,,
Football Manager 2013,Football Manager,8.0,,Sport,Strategy,,soccer,football,,,,Football Manager 2013,89.22598146818001,33.0,,,,,
,,,,,,,,,,,,,,,,,,,
Squirreltopia,,0.0,,Platform,Adventure,Indie,platformer,,,,,Squirreltopia,60.0,0.0,Action,,,,
Spelunky,Spelunky,48.0,,Platform,Adventure,Indie,exploration,dig,rogue-lite,whip,spelunky,Spelunky,86.89021056519991,128.0,Action,Action,Survival,,
,,,,,,,,,,,,,,,,,,,
The Clockwork Man,The Clockwork Man,0.0,,Point-and-click,Puzzle,Adventure,casual,steampunk,adventure,steam,puzzle,The Clockwork Man,50.0,0.0,Fantasy,Fantasy,,,
Titan Quest,Titan Quest,41.0,PathEngine,Role-playing (RPG),Hack and slash/Beat 'em up,,greek mythology,magic,sword,amazon,fantasy,Titan Quest,78.3604898785765,132.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Voxelized,,1.0,,Adventure,,,,,,,,Voxelized,40.0,1.0,,,,,
,,,,,,,,,,,,,,,,,,,
Star Wolves,Star Wolves,2.0,,Role-playing (RPG),Simulator,Strategy,space combat,sci-fi,space,role playing,strategy,Star Wolves,50.0,4.0,Science fiction,,,,
Super Crate Box,,2.0,,Shooter,Platform,Indie,indie,comedy,death,fire,arcade,Super Crate Box,64.5892804318446,12.0,Action,Action,,,
Bejeweled 3,Bejeweled,16.0,,Puzzle,Strategy,Adventure,casual,poker,sword,minigames,turn-based,Bejeweled 3,74.9982272171674,44.0,,,,,
,,,,,,,,,,,,,,,,,,,
The Adventures of Tree,,0.0,,Role-playing (RPG),Adventure,Indie,,,,,,The Adventures of Tree,60.0,1.0,,,,,
Star Ruler,,0.0,,Music,Real Time Strategy (RTS),Strategy,4x,desura,procedural generation,spaceship,sci-fi,Star Ruler,80.0,0.0,Science fiction,Science fiction,,,
Run and Fire,,0.0,,,,,,,,,,Run and Fire,0.0,0.0,,,,,
Wildlife Park 3,Wildlife Park,0.0,,Simulator,Strategy,Indie,simulation,giraffe,strategy,bears,elephants,Wildlife Park 3,50.0,1.0,,,,,
Gear Up,,1.0,Traktor,Shooter,Indie,,fps,robots,shooting,sci-fi,shooter,Gear Up,80.0,3.0,Action,Action,Warfare,,
,,,,,,,,,,,,,,,,,,,
Heroes of Scene,,0.0,,Strategy,Indie,,,,,,,Heroes of Scene,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Stronghold HD,Stronghold,4.0,,Real Time Strategy (RTS),Simulator,Strategy,,,,,,Stronghold HD,80.2825246297654,10.0,Action,Action,Historical,Warfare,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Project Explore,,0.0,,Simulator,Adventure,Indie,post-apocalyptic,role playing,,,,Project Explore,60.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Synergy,,0.0,,Simulator,Strategy,,exploration,building,city builder,colony simulator,,Synergy,0.0,0.0,Sandbox,,,,
,,,,,,,,,,,,,,,,,,,
Mortal Kombat X,Mortal Kombat,132.0,Unreal Engine,Fighting,,,martial arts,fighting,blood,ninja,sword,Mortal Kombat X,80.4193246897954,336.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Fallout,Fallout,205.0,,Role-playing (RPG),Turn-based strategy (TBS),,aliens,hunting,robot,post-apocalyptic,exploration,Fallout,86.30793168914471,467.0,Science fiction,Science fiction,,,
Scribblenauts Unlimited,Scribblenauts,26.0,,Platform,Puzzle,Strategy,aliens,pirates,ghosts,baseball,helicopter,Scribblenauts Unlimited,72.3438277372148,83.0,Kids,,,,
Bard's Gold,,1.0,GameMaker: Studio,Platform,Role-playing (RPG),Indie,indie,medieval,roguelike,old school,difficult,Bard's Gold,70.0,0.0,Action,Action,Historical,,
Viridi,,1.0,Unity,Simulator,Indie,,simulation,,,,,Viridi,50.6572706126379,9.0,,,,,
,,,,,,,,,,,,,,,,,,,
Stacking,,16.0,,Puzzle,Adventure,Indie,pirates,indie,comedy,vintage,fire,Stacking,64.83258890013799,37.0,Historical,Historical,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
AdVenture Capitalist,,20.0,,Simulator,Strategy,Indie,tycoon,angel,management,steam,board game,AdVenture Capitalist,63.118859742264,78.0,Business,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Testament of Sherlock Holmes,Adventures of Sherlock Holmes,19.0,,Point-and-click,Puzzle,Adventure,sherlock holmes,testament,london,the testament of sherlock holmes™,"the testament of sherlock holmes™ game,",The Testament of Sherlock Holmes,77.7774240329834,94.0,Drama,,,,
Heavy Bullets,,5.0,Unity,Shooter,Indie,,indie,retro,health,comedy,roguelike,Heavy Bullets,60.4678332730717,7.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Crusader Kings II,Crusader Kings,72.0,Clausewitz Engine,Role-playing (RPG),Simulator,Strategy,grand strategy,medieval,disease,murder,world domination,Crusader Kings II,85.1841485329565,167.0,Fantasy,Fantasy,,,
Grim Dawn,,51.0,,Role-playing (RPG),Hack and slash/Beat 'em up,Adventure,post-apocalyptic,arpg - action rpg,health,kickstarter funded,crafting,Grim Dawn,73.39836513052501,131.0,Action,Action,Horror,Open world,
,,,,,,,,,,,,,,,,,,,
Dead State,Dead State,4.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),zombies,post-apocalyptic,indie,sandbox,survival,Dead State,78.3066149511288,6.0,Horror,Horror,Sandbox,,
Act of Aggression,,4.0,,Real Time Strategy (RTS),Strategy,Quiz/Trivia,modern warfare,futuristic warfare,comedy,real-time strategy,trivia,Act of Aggression,50.0,3.0,Science fiction,Science fiction,Warfare,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
March of War,March of War,0.0,,Strategy,,,cold war,world war 2 ( ww2 ),helicopter,motorcycle,turn-based,March of War,0.0,0.0,Action,Action,Historical,,
Mortal Online,,0.0,,Role-playing (RPG),Indie,,,,,,,Mortal Online,60.0,2.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
THE KING OF FIGHTERS XIII STEAM EDITION,The King of Fighters,3.0,,Fighting,,,,,,,,THE KING OF FIGHTERS XIII STEAM EDITION,79.97452180888091,8.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PlanetSide 2,PlanetSide,27.0,Forgelight Engine,Shooter,Role-playing (RPG),Tactical,vehicular combat,free to play ( f2p ),first person shooter,mmo,fps,PlanetSide 2,72.7101387712867,79.0,Action,Action,Open world,,
Shadowgrounds Survivor,Shadowgrounds,0.0,PhysX,Shooter,Arcade,,aliens,shoot 'em up,mech,health,futuristic,Shadowgrounds Survivor,59.9915902369823,8.0,Action,Action,Horror,,
Lost Planet 2,Lost Planet,11.0,MT Framework,Shooter,Adventure,,monsters,sci-fi,shooter,sequel,cult classic,Lost Planet 2,67.9616175869877,38.0,Action,Action,,,
Avernum 6,,1.0,,Role-playing (RPG),Indie,,,,,,,Avernum 6,70.0,0.0,Fantasy,,,,
Outlast,Outlast,141.0,Unreal Engine 3,Adventure,Indie,,indie,blood,psychological horror,stealth,psychological exploration,Outlast,76.8771392497832,422.0,Action,Action,Survival,Stealth,
Prototype,,0.0,,Strategy,,,,,,,,Prototype,0.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Skulls of the Shogun,,3.0,,Strategy,Turn-based strategy (TBS),Indie,indie,medieval,souls,sword,fantasy,Skulls of the Shogun,63.0904982476986,9.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Talos Principle,,104.0,Serious Engine 4,Puzzle,Adventure,Indie,robot,indie,puzzle solving,sword,minigames,The Talos Principle,87.2887619677911,304.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Half-Life,Half-Life,794.0,GoldSrc,Shooter,Puzzle,Adventure,aliens,assassin,blood,gravity,health,Half-Life,89.12460428639409,1896.0,Action,Action,Horror,Thriller,Warfare
Shank,Shank,28.0,,Hack and slash/Beat 'em up,Indie,,chainsaw,fighting,cartoon,2d,action-adventure,Shank,73.1394607335607,82.0,Action,,,,
Tap Heroes,,0.0,,Role-playing (RPG),Adventure,Indie,medieval,role playing,,,,Tap Heroes,50.0,3.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Lilly Looking Through,,2.0,,Point-and-click,Puzzle,Adventure,fantasy,kickstarter funded,desura,fire,frog,Lilly Looking Through,60.1592164349041,6.0,Fantasy,,,,
Planets Under Attack,,0.0,,Simulator,Strategy,Indie,ufo,sci-fi,space,simulation,steam,Planets Under Attack,50.0,1.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
Democracy 3,Democracy,10.0,,Simulator,Strategy,Indie,organized crime,turn-based,military,strategic,democracy,Democracy 3,79.193615586944,43.0,Educational,,,,
,,,,,,,,,,,,,,,,,,,
Block N Load,,3.0,Unity,Shooter,Strategy,,sandbox,first person shooter,pvp,shooter,achievements,Block N Load,50.3721256496797,8.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Trine,Trine,88.0,Nvidia PhysX,Platform,Puzzle,Adventure,wizards,sword,physics,fantasy,2.5d,Trine,77.0391467130197,229.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Tabletop Simulator,,15.0,Unity,Role-playing (RPG),Simulator,Strategy,indie,poker,physics,chess,backgammon,Tabletop Simulator,80.2389220825686,52.0,Sandbox,,,,
Fallout 2,Fallout,240.0,,Role-playing (RPG),Turn-based strategy (TBS),,aliens,ghosts,hunting,robot,post-apocalyptic,Fallout 2,90.7148395134012,577.0,Science fiction,Science fiction,Comedy,,
,,,,,,,,,,,,,,,,,,,
Rebel Galaxy,Rebel Galaxy,17.0,OGRE,Role-playing (RPG),Simulator,Adventure,aliens,space mining,space station,guild,ps4,Rebel Galaxy,79.1311389444648,25.0,Action,Action,Sandbox,Open world,
X Rebirth,X series,3.0,,Shooter,Real Time Strategy (RTS),Simulator,aliens,exploration,sandbox,4x,sci-fi,X Rebirth,66.0580770360123,6.0,Action,Action,Science fiction,Horror,Sandbox
PAYDAY 2,Payday,97.0,Diesel,Shooter,Role-playing (RPG),Tactical,you get to be evil!,crime-life,antihero,stealth,heist,PAYDAY 2,73.4338642242148,316.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Outcast 1.1,,2.0,,Role-playing (RPG),Adventure,,,,,,,Outcast 1.1,80.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Heroes & Generals,,11.0,Retox,Shooter,Strategy,Tactical,world war 2 ( ww2 ),free to play ( f2p ),first person shooter,fps,rts,Heroes & Generals,55.8608775233806,30.0,Action,Action,Warfare,,
Pongo,,0.0,,Platform,Strategy,Adventure,platformer,,,,,Pongo,50.0,1.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Monday Night Combat,Monday Night Combat,0.0,Unreal Engine,Shooter,Sport,Strategy,assassin,tower defense,mech,cartoon,mascot,Monday Night Combat,78.5997164630763,5.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
Primordia,,21.0,Adventure Game Studio,Point-and-click,Puzzle,Adventure,robot,post-apocalyptic,desura,robots,puzzles,Primordia,86.5650787819957,45.0,Science fiction,,,,
Black Ink,,0.0,,Adventure,Indie,,,,,,,Black Ink,0.0,0.0,Action,,,,
Marvel Puzzle Quest,Puzzle Quest,2.0,Viscious Engine,Puzzle,Role-playing (RPG),,super hero,dinosaurs,health,role playing,steam,Marvel Puzzle Quest,57.4042274129969,10.0,Action,Action,Science fiction,,
APB Reloaded,,7.0,Unreal Engine 3,Shooter,Adventure,,vehicular combat,free to play ( f2p ),mmofps,gangs,third person shooter,APB Reloaded,62.4826641236014,21.0,Action,,,,
Keep Talking and Nobody Explodes,,18.0,,Puzzle,Simulator,Indie,indie,puzzles,simulation,button,steam,Keep Talking and Nobody Explodes,87.2359674802076,64.0,Thriller,Thriller,,,
Skyward Collapse,Skyward Collapse,0.0,,Simulator,Strategy,Indie,indie,fantasy,turn-based,management,steam,Skyward Collapse,50.0,0.0,,,,,
Damned,,1.0,,Adventure,Indie,,desura,horror,steam,steam trading cards,steam greenlight,Damned,50.0,1.0,Action,Action,Survival,,
Spintires,Spintires,16.0,,Racing,Simulator,Adventure,physics,kickstarter funded,shadow,simulator,simulation,Spintires,73.6235726547597,25.0,Sandbox,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Eastside Hockey Manager,Eastside Hockey Manager,0.0,,Simulator,Sport,Strategy,management,simulation,sports,hockey,freeware,Eastside Hockey Manager,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Pro Cycling Manager 2014,Pro Cycling Manager,1.0,,Simulator,Sport,,management,simulation,sports,bicycle,,Pro Cycling Manager 2014,50.0,1.0,Business,,,,
Shadow Warrior,Shadow Warrior,29.0,Build,Fighting,Shooter,,martial arts,fighting,blood,ninja,sword,Shadow Warrior,77.6314636515894,62.0,Action,Action,Comedy,,
Stardust Vanguards,,0.0,,Hack and slash/Beat 'em up,Indie,Arcade,anime,sci-fi,brawler,local,stardust,Stardust Vanguards,70.0,0.0,Action,Action,,,
Sword Coast Legends,Dungeons & Dragons,10.0,Unity,Role-playing (RPG),Adventure,,wizards,sword,fantasy,isometric,crpg,Sword Coast Legends,69.453200671799,10.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
Bloody Trapland,Bloody Trapland,2.0,,Platform,Adventure,Indie,desura,difficult,steam trading cards,platformer,steam greenlight,Bloody Trapland,78.6050180982779,12.0,Action,,,,
Train Fever,Transport Fever,2.0,,Simulator,Indie,,indie,pedestrians,tycoon,procedural generation,horse,Train Fever,50.0,2.0,Business,,,,
Shantae and the Pirate's Curse,Shantae,31.0,,Platform,Role-playing (RPG),Adventure,pirates,magic,fantasy,bridge,steam,Shantae and the Pirate's Curse,83.7587692574833,62.0,Action,,,,
Primal Carnage,Primal Carnage,0.0,,Shooter,Indie,,dinosaurs,first person shooter,flight,steam trading cards,flamethrower,Primal Carnage,78.3056973421599,5.0,Action,,,,
State of Decay,State of Decay,52.0,CryEngine,Shooter,Role-playing (RPG),Simulator,zombies,post-apocalyptic,sandbox,stealth,health,State of Decay,76.2743968606197,109.0,Action,Action,Survival,Sandbox,Open world
Starscape,,0.0,,Shooter,Strategy,Indie,indie,space station,4x,spaceship,sci-fi,Starscape,60.0,0.0,Action,Action,"4X (explore, expand, exploit, and exterminate)",,
BattleBlock Theater,,28.0,,Platform,Puzzle,Adventure,indie,tom fulp,platformers,newgrounds,action-adventure,BattleBlock Theater,77.3235568497205,135.0,Action,Action,,,
Unreal Tournament 2004,Unreal,63.0,,Shooter,,,aliens,robot,blood,health,first person shooter,Unreal Tournament 2004,83.07203913156141,164.0,Action,Action,,,
Capsized,,4.0,,Platform,Indie,,health,death,fire,puzzles,sci-fi,Capsized,69.9605201695324,17.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Star Trek Online,Star Trek,12.0,Cryptic Engine,Role-playing (RPG),Simulator,Strategy,aliens,space combat,exploration,time travel,space station,Star Trek Online,65.6254968121295,26.0,Action,Action,Warfare,,
Defiance,,0.0,,Shooter,Simulator,,abandonware,,,,,Defiance,0.0,0.0,Science fiction,,,,
Sengoku,,0.0,Clausewitz Engine,Real Time Strategy (RTS),Role-playing (RPG),Simulator,medieval,ninja,samurai,shogun,diplomacy,Sengoku,50.0,4.0,Historical,Historical,,,
,,,,,,,,,,,,,,,,,,,
Echo of Soul,,0.0,,Role-playing (RPG),,,fantasy,mmorpg,,,,Echo of Soul,56.722867078083,8.0,Fantasy,,,,
Dungeon Siege,Dungeon Siege,31.0,,Role-playing (RPG),,,arpg - action rpg,sword,fantasy,hack and slash,rpg,Dungeon Siege,78.96595640134309,97.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Realm of the Mad God,,10.0,,Role-playing (RPG),Indie,,assassin,wizards,medieval,ninja,shoot 'em up,Realm of the Mad God,73.8653857461759,32.0,Action,Action,Historical,,
Element4l,,8.0,,Platform,Puzzle,Indie,steam,steam trading cards,platformer,puzzle,famous quotes,Element4l,74.1011727609761,6.0,Action,,,,
Legend of Grimrock 2,Legend of Grimrock,20.0,Proprietary Engine,Puzzle,Role-playing (RPG),Adventure,exploration,indie,blood,wizards,disease,Legend of Grimrock 2,84.854158757853,46.0,Fantasy,Fantasy,,,
Hidden Object Bundle 4 in 1,,1.0,,Point-and-click,Adventure,,,,,,,Hidden Object Bundle 4 in 1,70.0,1.0,Mystery,,,,
,,,,,,,,,,,,,,,,,,,
Space Colony,,5.0,,Simulator,Strategy,,aliens,comedy,spaceship,sci-fi,simulation,Space Colony,64.7748864105741,6.0,Science fiction,Science fiction,,,
,,,,,,,,,,,,,,,,,,,
Far Cry 3,Far Cry,683.0,Dunia Engine,Shooter,Adventure,,hunting,exploration,sandbox,blood,stealth,Far Cry 3,83.6621431769685,1586.0,Action,Action,Stealth,Sandbox,Open world
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Kingdom Wars,,0.0,,Role-playing (RPG),Simulator,Strategy,free to play ( f2p ),strategy,,,,Kingdom Wars,50.0,0.0,,,,,
Rocksmith,Rocksmith,9.0,,Music,Simulator,,casual,rhythm,minigames,guitar,educational,Rocksmith,81.6294383336605,15.0,Educational,,,,
Stronghold 2,Stronghold,12.0,Dragonfly,Real Time Strategy (RTS),Simulator,Strategy,medieval,sword,death,management,simulation,Stronghold 2,70.16650946298,41.0,Action,Action,Sandbox,Warfare,
Warface,,24.0,CryEngine,Shooter,Role-playing (RPG),Simulator,modern warfare,helicopter,tanks,futuristic warfare,free to play ( f2p ),Warface,67.3517904377786,47.0,Action,Action,,,
Q.U.B.E.,Q.U.B.E.,13.0,,Platform,Puzzle,Simulator,indie,puzzle solving,3d,puzzles,sci-fi,Q.U.B.E.,69.8431057835361,34.0,Action,Action,,,
"Sir, You Are Being Hunted",,3.0,Unity,Adventure,Indie,,post-apocalyptic,indie,sandbox,stealth,health,"Sir, You Are Being Hunted",41.1669235277422,8.0,Action,Action,Survival,Stealth,Sandbox
Sakura Clicker,Sakura,3.0,,Strategy,Indie,,anime,sword,adult,steam,steam trading cards,Sakura Clicker,77.2927837759597,8.0,,,,,
Super Puzzle Platformer Deluxe,,2.0,,Platform,Puzzle,Indie,steam,blocks,pixel art,platformer,falling blocks,Super Puzzle Platformer Deluxe,80.0,4.0,Action,,,,
Party Hard,Party Hard,11.0,Unity,Puzzle,Simulator,Strategy,motorcycle,indie,serial killer,murder,party,Party Hard,65.8191334074146,47.0,Action,Action,Stealth,,
Krosmaster Arena,,0.0,,Strategy,,,,,,,,Krosmaster Arena,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Fallout 3,Fallout,537.0,Gamebryo,Shooter,Role-playing (RPG),,aliens,cold war,baseball,motorcycle,basketball,Fallout 3,83.4676149896672,1287.0,Action,Action,Survival,Sandbox,Open world
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Antisquad,,0.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),role playing,steam,steam trading cards,strategy,steam achievements,Antisquad,50.0,0.0,Action,,,,
Anarchy Arcade,,0.0,,Shooter,Simulator,Indie,cyberpunk,sandbox,first person shooter,compilation,management,Anarchy Arcade,50.0,0.0,Sandbox,,,,
The Few,,0.0,,Simulator,Strategy,Indie,,,,,,The Few,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Satellite Reign,,14.0,Unity,Real Time Strategy (RTS),Strategy,Indie,cyberpunk,cybernetics,organized crime,kickstarter funded,rts,Satellite Reign,83.08228346781601,11.0,Action,Action,,,
Legend of Grimrock,Legend of Grimrock,33.0,In-house engine,Puzzle,Role-playing (RPG),Adventure,exploration,blood,level editor,character customization,magic,Legend of Grimrock,79.7989025939857,83.0,Action,Action,Survival,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Rogue Trooper,Rogue Trooper,11.0,Asura,Shooter,,,post-apocalyptic,cyberpunk,stealth,future,tps,Rogue Trooper,80.00915786108409,24.0,Action,Action,Stealth,,
Always Sometimes Monsters,Monsters,6.0,RPG Maker VX Ace,Role-playing (RPG),Simulator,Adventure,indie,minigames,adult,dating,16-bit,Always Sometimes Monsters,70.1030155005716,21.0,Drama,,,,
Hero Academy,,0.0,,Strategy,Indie,,orcs,casual,wizards,medieval,ninja,Hero Academy,60.0,2.0,Historical,,,,
Crazy Machines 2,,0.0,,,,,,,,,,Crazy Machines 2,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Lara Croft and the Temple of Osiris,,35.0,,Shooter,Puzzle,Adventure,health,fire,shadow,action-adventure,steam,Lara Croft and the Temple of Osiris,70.241216129435,86.0,Action,Action,Historical,,
F1 2013,F1,6.0,Ego Engine,Racing,Simulator,Sport,cars,training,racing,formula one,simulation,F1 2013,76.59379235814589,26.0,Non-fiction,,,,
LEGO Worlds,LEGO,19.0,,Puzzle,Adventure,,helicopter,exploration,dragons,construction,lego,LEGO Worlds,73.0552690012175,26.0,Action,Action,Kids,Open world,
,,,,,,,,,,,,,,,,,,,
